ID,JSON Key,Content Group,Context,Canonical Unit,English Source,Current Kannada,Claude Suggested Kannada,Reviewer Corrected Kannada,Status,Issue Types,Do Not Translate,Official Facts,Reviewer Notes,Source File,Source Line/Location
352,campus_units.canteen.safety.points[0],Campus Units (Sample),List item,canteen.safety,"secure entry, supervision, and anti-ragging policy — SAMPLE_REPLACE_WITH_OFFICIAL","ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ — SAMPLE_REPLACE_WITH_OFFICIAL","ಸುರಕ್ಷಿತ ಪ್ರವೇಶ, ಮೇಲ್ವಿಚಾರಣೆ ಮತ್ತು ರ್ಯಾಗಿಂಗ್ ನಿಷೇಧ — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:516 kn:516 | campus_units.canteen.safety.points[0]
353,campus_units.canteen.safety.points[1],Campus Units (Sample),List item,canteen.safety,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.canteen.safety.points[1]
354,campus_units.events.sanchalana.title,Campus Units (Sample),Heading,events.sanchalana,Sanchalana,ಸಂಚಲನ,ಸಂಚಲನ,,Needs Native Review,,,,,kn.json / en.json,en:- kn:- | campus_units.events.sanchalana.title
355,campus_units.events.sanchalana.body,Campus Units (Sample),Display paragraph,events.sanchalana,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.sanchalana.body
356,campus_units.events.sanchalana.tts_summary,Campus Units (Sample),Narration paragraph,events.sanchalana,"Sanchalana currently has only sample information about purpose, audience, and sample highlights. Official details are not confirmed yet.","ಸಂಚಲನ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಸಂಚಲನ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:687 kn:687 | campus_units.events.sanchalana.tts_summary
357,campus_units.events.sanchalana.points[0],Campus Units (Sample),List item,events.sanchalana,"purpose, audience, and sample highlights — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:686 kn:686 | campus_units.events.sanchalana.points[0]
358,campus_units.events.sanchalana.points[1],Campus Units (Sample),List item,events.sanchalana,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.sanchalana.points[1]
359,campus_units.events.techvidya.title,Campus Units (Sample),Heading,events.techvidya,TechVidya,ಟೆಕ್ ವಿದ್ಯಾ,ಟೆಕ್ ವಿದ್ಯಾ,,Needs Native Review,,,,,kn.json / en.json,en:- kn:- | campus_units.events.techvidya.title
360,campus_units.events.techvidya.body,Campus Units (Sample),Display paragraph,events.techvidya,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.techvidya.body
361,campus_units.events.techvidya.tts_summary,Campus Units (Sample),Narration paragraph,events.techvidya,"TechVidya currently has only sample information about purpose, audience, and sample highlights. Official details are not confirmed yet.","ಟೆಕ್ ವಿದ್ಯಾ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಟೆಕ್ ವಿದ್ಯಾ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:697 kn:697 | campus_units.events.techvidya.tts_summary
362,campus_units.events.techvidya.points[0],Campus Units (Sample),List item,events.techvidya,"purpose, audience, and sample highlights — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:686 kn:686 | campus_units.events.techvidya.points[0]
363,campus_units.events.techvidya.points[1],Campus Units (Sample),List item,events.techvidya,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.techvidya.points[1]
364,campus_units.events.sirikannada_utsava.title,Campus Units (Sample),Heading,events.sirikannada_utsava,SiriKannada Utsava,ಸಿರಿಕನ್ನಡ ಉತ್ಸವ,ಸಿರಿಕನ್ನಡ ಉತ್ಸವ,,Needs Native Review,,,,,kn.json / en.json,en:705 kn:705 | campus_units.events.sirikannada_utsava.title
365,campus_units.events.sirikannada_utsava.body,Campus Units (Sample),Display paragraph,events.sirikannada_utsava,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.sirikannada_utsava.body
366,campus_units.events.sirikannada_utsava.tts_summary,Campus Units (Sample),Narration paragraph,events.sirikannada_utsava,"SiriKannada Utsava currently has only sample information about purpose, audience, and sample highlights. Official details are not confirmed yet.","ಸಿರಿಕನ್ನಡ ಉತ್ಸವ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಸಿರಿಕನ್ನಡ ಉತ್ಸವ ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:707 kn:707 | campus_units.events.sirikannada_utsava.tts_summary
367,campus_units.events.sirikannada_utsava.points[0],Campus Units (Sample),List item,events.sirikannada_utsava,"purpose, audience, and sample highlights — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:686 kn:686 | campus_units.events.sirikannada_utsava.points[0]
368,campus_units.events.sirikannada_utsava.points[1],Campus Units (Sample),List item,events.sirikannada_utsava,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.sirikannada_utsava.points[1]
369,campus_units.events.freshers_fest.title,Campus Units (Sample),Heading,events.freshers_fest,Freshers fest (sample),ಫ್ರೆಷರ್ಸ್ ಫೆಸ್ಟ್ (ಮಾದರಿ),ಫ್ರೆಷರ್ಸ್ ಫೆಸ್ಟ್ (ಮಾದರಿ),,Needs Native Review,,,,,kn.json / en.json,en:715 kn:715 | campus_units.events.freshers_fest.title
370,campus_units.events.freshers_fest.body,Campus Units (Sample),Display paragraph,events.freshers_fest,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.freshers_fest.body
371,campus_units.events.freshers_fest.tts_summary,Campus Units (Sample),Narration paragraph,events.freshers_fest,"Freshers fest (sample) currently has only sample information about purpose, audience, and sample highlights. Official details are not confirmed yet.","ಫ್ರೆಷರ್ಸ್ ಫೆಸ್ಟ್ (ಮಾದರಿ) ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಫ್ರೆಷರ್ಸ್ ಫೆಸ್ಟ್ (ಮಾದರಿ) ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:717 kn:717 | campus_units.events.freshers_fest.tts_summary
372,campus_units.events.freshers_fest.points[0],Campus Units (Sample),List item,events.freshers_fest,"purpose, audience, and sample highlights — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:686 kn:686 | campus_units.events.freshers_fest.points[0]
373,campus_units.events.freshers_fest.points[1],Campus Units (Sample),List item,events.freshers_fest,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.freshers_fest.points[1]
374,campus_units.events.sports_meet.title,Campus Units (Sample),Heading,events.sports_meet,Sports meet (sample),ಕ್ರೀಡಾ ಕೂಟ (ಮಾದರಿ),ಕ್ರೀಡಾ ಕೂಟ (ಮಾದರಿ),,Needs Native Review,,,,,kn.json / en.json,en:725 kn:725 | campus_units.events.sports_meet.title
375,campus_units.events.sports_meet.body,Campus Units (Sample),Display paragraph,events.sports_meet,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.sports_meet.body
376,campus_units.events.sports_meet.tts_summary,Campus Units (Sample),Narration paragraph,events.sports_meet,"Sports meet (sample) currently has only sample information about purpose, audience, and sample highlights. Official details are not confirmed yet.","ಕ್ರೀಡಾ ಕೂಟ (ಮಾದರಿ) ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಕ್ರೀಡಾ ಕೂಟ (ಮಾದರಿ) ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:727 kn:727 | campus_units.events.sports_meet.tts_summary
377,campus_units.events.sports_meet.points[0],Campus Units (Sample),List item,events.sports_meet,"purpose, audience, and sample highlights — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:686 kn:686 | campus_units.events.sports_meet.points[0]
378,campus_units.events.sports_meet.points[1],Campus Units (Sample),List item,events.sports_meet,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.sports_meet.points[1]
379,campus_units.events.project_expo.title,Campus Units (Sample),Heading,events.project_expo,Project expo (sample),ಪ್ರಾಜೆಕ್ಟ್ ಎಕ್ಸ್‌ಪೋ (ಮಾದರಿ),ಪ್ರಾಜೆಕ್ಟ್ ಎಕ್ಸ್‌ಪೋ (ಮಾದರಿ),,Needs Native Review,,,,,kn.json / en.json,en:735 kn:735 | campus_units.events.project_expo.title
380,campus_units.events.project_expo.body,Campus Units (Sample),Display paragraph,events.project_expo,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.project_expo.body
381,campus_units.events.project_expo.tts_summary,Campus Units (Sample),Narration paragraph,events.project_expo,"Project expo (sample) currently has only sample information about purpose, audience, and sample highlights. Official details are not confirmed yet.","ಪ್ರಾಜೆಕ್ಟ್ ಎಕ್ಸ್‌ಪೋ (ಮಾದರಿ) ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.","ಪ್ರಾಜೆಕ್ಟ್ ಎಕ್ಸ್‌ಪೋ (ಮಾದರಿ) ಬಗ್ಗೆ ಇದು ಮಾದರಿ ಮಾಹಿತಿ: ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.",,Needs Native Review,,,,,kn.json / en.json,en:737 kn:737 | campus_units.events.project_expo.tts_summary
382,campus_units.events.project_expo.points[0],Campus Units (Sample),List item,events.project_expo,"purpose, audience, and sample highlights — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL","ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು — SAMPLE_REPLACE_WITH_OFFICIAL",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:686 kn:686 | campus_units.events.project_expo.points[0]
383,campus_units.events.project_expo.points[1],Campus Units (Sample),List item,events.project_expo,SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ.,,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.project_expo.points[1]
384,campus_units.events.alumni_meet.title,Campus Units (Sample),Heading,events.alumni_meet,Alumni meet (sample),ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿ ಸಮಾವೇಶ (ಮಾದರಿ),ಹಳೆಯ ವಿದ್ಯಾರ್ಥಿ ಸಮಾವೇಶ (ಮಾದರಿ),,Needs Native Review,,,,,kn.json / en.json,en:745 kn:745 | campus_units.events.alumni_meet.title
385,campus_units.events.alumni_meet.body,Campus Units (Sample),Display paragraph,events.alumni_meet,"SAMPLE_REPLACE_WITH_OFFICIAL. Official details are not confirmed yet. purpose, audience, and sample highlights.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.","SAMPLE_REPLACE_WITH_OFFICIAL. ಅಧಿಕೃತ ವಿವರಗಳು ಇನ್ನೂ ದೃಢಪಟ್ಟಿಲ್ಲ. ಉದ್ದೇಶ, ಪ್ರೇಕ್ಷಕರು ಮತ್ತು ಮಾದರಿ ವಿಶೇಷತೆಗಳು.",,Blocked – Official Fact,Placeholder text,,,,kn.json / en.json,en:476 kn:476 | campus_units.events.alumni_meet.body
